departement.type,departement.value,code_insee.type,code_insee.value,communePopulation.datatype,communePopulation.type,communePopulation.value,code_commune.type,code_commune.value,departementLabel.xml:lang,departementLabel.type,departementLabel.value,communeLabel.xml:lang,communeLabel.type,communeLabel.value,regionLabel.xml:lang,regionLabel.type,regionLabel.value
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,870731,literal,13002,fr,literal,Bouches-du-Rhône,fr,literal,Marseille,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,47535,literal,13400,fr,literal,Bouches-du-Rhône,fr,literal,Aubagne,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,870731,literal,13001,fr,literal,Bouches-du-Rhône,fr,literal,Marseille,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,93246,literal,94000,fr,literal,Val-de-Marne,fr,literal,Créteil,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,26428,literal,13140,fr,literal,Bouches-du-Rhône,fr,literal,Miramas,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,27157,literal,94370,fr,literal,Val-de-Marne,fr,literal,Sucy-en-Brie,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,34890,literal,94190,fr,literal,Val-de-Marne,fr,literal,Villeneuve-Saint-Georges,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,870731,literal,13003,fr,literal,Bouches-du-Rhône,fr,literal,Marseille,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,870731,literal,13013,fr,literal,Bouches-du-Rhône,fr,literal,Marseille,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,30676,literal,94320,fr,literal,Val-de-Marne,fr,literal,Thiais,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,95510,literal,94400,fr,literal,Val-de-Marne,fr,literal,Vitry-sur-Seine,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,74976,literal,94100,fr,literal,Val-de-Marne,fr,literal,Saint-Maur-des-Fossés,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,33588,literal,94170,fr,literal,Val-de-Marne,fr,literal,Le Perreux-sur-Marne,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,48574,literal,13117,fr,literal,Bouches-du-Rhône,fr,literal,Martigues,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,145133,literal,13090,fr,literal,Bouches-du-Rhône,fr,literal,Aix-en-Provence,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,35993,literal,13600,fr,literal,Bouches-du-Rhône,fr,literal,La Ciotat,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,44805,literal,94140,fr,literal,Val-de-Marne,fr,literal,Alfortville,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,34042,literal,94130,fr,literal,Val-de-Marne,fr,literal,Nogent-sur-Marne,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,43626,literal,13800,fr,literal,Bouches-du-Rhône,fr,literal,Istres,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,46150,literal,94600,fr,literal,Val-de-Marne,fr,literal,Choisy-le-Roi,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,870731,literal,13000,fr,literal,Bouches-du-Rhône,fr,literal,Marseille,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,870731,literal,13011,fr,literal,Bouches-du-Rhône,fr,literal,Marseille,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,50454,literal,13104,fr,literal,Bouches-du-Rhône,fr,literal,Arles,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,145133,literal,13080,fr,literal,Bouches-du-Rhône,fr,literal,Aix-en-Provence,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,145133,literal,13540,fr,literal,Bouches-du-Rhône,fr,literal,Aix-en-Provence,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,76990,literal,94500,fr,literal,Val-de-Marne,fr,literal,Champigny-sur-Marne,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,27833,literal,94450,fr,literal,Val-de-Marne,fr,literal,Limeil-Brévannes,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,870731,literal,13008,fr,literal,Bouches-du-Rhône,fr,literal,Marseille,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,870731,literal,13012,fr,literal,Bouches-du-Rhône,fr,literal,Marseille,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,52008,literal,94120,fr,literal,Val-de-Marne,fr,literal,Fontenay-sous-Bois,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,74976,literal,94210,fr,literal,Val-de-Marne,fr,literal,Saint-Maur-des-Fossés,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,870731,literal,13004,fr,literal,Bouches-du-Rhône,fr,literal,Marseille,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,870731,literal,13015,fr,literal,Bouches-du-Rhône,fr,literal,Marseille,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,48574,literal,13500,fr,literal,Bouches-du-Rhône,fr,literal,Martigues,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,30440,literal,94230,fr,literal,Val-de-Marne,fr,literal,Cachan,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,870731,literal,13010,fr,literal,Bouches-du-Rhône,fr,literal,Marseille,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,870731,literal,13014,fr,literal,Bouches-du-Rhône,fr,literal,Marseille,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,45386,literal,13300,fr,literal,Bouches-du-Rhône,fr,literal,Salon-de-Provence,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,50454,literal,13123,fr,literal,Bouches-du-Rhône,fr,literal,Arles,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,50454,literal,13129,fr,literal,Bouches-du-Rhône,fr,literal,Arles,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,50454,literal,13200,fr,literal,Bouches-du-Rhône,fr,literal,Arles,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,50454,literal,13280,fr,literal,Bouches-du-Rhône,fr,literal,Arles,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,870731,literal,13009,fr,literal,Bouches-du-Rhône,fr,literal,Marseille,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,145133,literal,13100,fr,literal,Bouches-du-Rhône,fr,literal,Aix-en-Provence,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,29882,literal,94220,fr,literal,Val-de-Marne,fr,literal,Charenton-le-Pont,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,49788,literal,94300,fr,literal,Val-de-Marne,fr,literal,Vincennes,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,870731,literal,13007,fr,literal,Bouches-du-Rhône,fr,literal,Marseille,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,43626,literal,13118,fr,literal,Bouches-du-Rhône,fr,literal,Istres,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,32384,literal,13700,fr,literal,Bouches-du-Rhône,fr,literal,Marignane,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,63748,literal,94200,fr,literal,Val-de-Marne,fr,literal,Ivry-sur-Seine,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,870731,literal,13005,fr,literal,Bouches-du-Rhône,fr,literal,Marseille,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,870731,literal,13006,fr,literal,Bouches-du-Rhône,fr,literal,Marseille,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,28895,literal,94350,fr,literal,Val-de-Marne,fr,literal,Villiers-sur-Marne,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,32071,literal,94240,fr,literal,Val-de-Marne,fr,literal,L'Haÿ-les-Roses,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,870731,literal,13016,fr,literal,Bouches-du-Rhône,fr,literal,Marseille,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,145133,literal,13290,fr,literal,Bouches-du-Rhône,fr,literal,Aix-en-Provence,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3240,literal,13,http://www.w3.org/2001/XMLSchema#decimal,literal,33333,literal,13127,fr,literal,Bouches-du-Rhône,fr,literal,Vitrolles,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,28710,literal,94260,fr,literal,Val-de-Marne,fr,literal,Fresnes,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,55208,literal,94800,fr,literal,Val-de-Marne,fr,literal,Villejuif,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12788,literal,94,http://www.w3.org/2001/XMLSchema#decimal,literal,56483,literal,94700,fr,literal,Val-de-Marne,fr,literal,Maisons-Alfort,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12543,literal,92,http://www.w3.org/2001/XMLSchema#decimal,literal,29642,literal,92250,fr,literal,Hauts-de-Seine,fr,literal,La Garenne-Colombes,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12761,literal,93,http://www.w3.org/2001/XMLSchema#decimal,literal,44463,literal,93130,fr,literal,Seine-Saint-Denis,fr,literal,Noisy-le-Sec,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12761,literal,93,http://www.w3.org/2001/XMLSchema#decimal,literal,37713,literal,93420,fr,literal,Seine-Saint-Denis,fr,literal,Villepinte,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3368,literal,91,http://www.w3.org/2001/XMLSchema#decimal,literal,25024,literal,91940,fr,literal,Essonne,fr,literal,Les Ulis,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12784,literal,95,http://www.w3.org/2001/XMLSchema#decimal,literal,43239,literal,95140,fr,literal,Val-d'Oise,fr,literal,Garges-lès-Gonesse,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12556,literal,37,http://www.w3.org/2001/XMLSchema#decimal,literal,38444,literal,37300,fr,literal,Indre-et-Loire,fr,literal,Joué-lès-Tours,fr,literal,Centre-Val de Loire
uri,http://www.wikidata.org/entity/Q3125,literal,05,http://www.w3.org/2001/XMLSchema#decimal,literal,40631,literal,05000,fr,literal,Hautes-Alpes,fr,literal,Gap,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12761,literal,93,http://www.w3.org/2001/XMLSchema#decimal,literal,36060,literal,93170,fr,literal,Seine-Saint-Denis,fr,literal,Bagnolet,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12761,literal,93,http://www.w3.org/2001/XMLSchema#decimal,literal,86969,literal,93600,fr,literal,Seine-Saint-Denis,fr,literal,Aulnay-sous-Bois,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3139,literal,06,http://www.w3.org/2001/XMLSchema#decimal,literal,52178,literal,06800,fr,literal,Alpes-Maritimes,fr,literal,Cagnes-sur-Mer,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3139,literal,06,http://www.w3.org/2001/XMLSchema#decimal,literal,41887,literal,06110,fr,literal,Alpes-Maritimes,fr,literal,Le Cannet,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3286,literal,18,http://www.w3.org/2001/XMLSchema#decimal,literal,64541,literal,18000,fr,literal,Cher,fr,literal,Bourges,fr,literal,Centre-Val de Loire
uri,http://www.wikidata.org/entity/Q12761,literal,93,http://www.w3.org/2001/XMLSchema#decimal,literal,38285,literal,93240,fr,literal,Seine-Saint-Denis,fr,literal,Stains,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3368,literal,91,http://www.w3.org/2001/XMLSchema#decimal,literal,31394,literal,91270,fr,literal,Essonne,fr,literal,Vigneux-sur-Seine,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12543,literal,92,http://www.w3.org/2001/XMLSchema#decimal,literal,30061,literal,92350,fr,literal,Hauts-de-Seine,fr,literal,Le Plessis-Robinson,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3368,literal,91,http://www.w3.org/2001/XMLSchema#decimal,literal,35670,literal,91200,fr,literal,Essonne,fr,literal,Athis-Mons,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12543,literal,92,http://www.w3.org/2001/XMLSchema#decimal,literal,40936,literal,92220,fr,literal,Hauts-de-Seine,fr,literal,Bagneux,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12761,literal,93,http://www.w3.org/2001/XMLSchema#decimal,literal,67871,literal,93160,fr,literal,Seine-Saint-Denis,fr,literal,Noisy-le-Grand,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12761,literal,93,http://www.w3.org/2001/XMLSchema#decimal,literal,112852,literal,93200,fr,literal,Seine-Saint-Denis,fr,literal,Saint-Denis,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3139,literal,06,http://www.w3.org/2001/XMLSchema#decimal,literal,29169,literal,06700,fr,literal,Alpes-Maritimes,fr,literal,Saint-Laurent-du-Var,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3368,literal,91,http://www.w3.org/2001/XMLSchema#decimal,literal,51234,literal,91100,fr,literal,Essonne,fr,literal,Corbeil-Essonnes,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12543,literal,92,http://www.w3.org/2001/XMLSchema#decimal,literal,59599,literal,92200,fr,literal,Hauts-de-Seine,fr,literal,Neuilly-sur-Seine,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12761,literal,93,http://www.w3.org/2001/XMLSchema#decimal,literal,27928,literal,93370,fr,literal,Seine-Saint-Denis,fr,literal,Montfermeil,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12543,literal,92,http://www.w3.org/2001/XMLSchema#decimal,literal,25531,literal,92260,fr,literal,Hauts-de-Seine,fr,literal,Fontenay-aux-Roses,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12543,literal,92,http://www.w3.org/2001/XMLSchema#decimal,literal,36639,literal,92320,fr,literal,Hauts-de-Seine,fr,literal,Châtillon,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12753,literal,77,http://www.w3.org/2001/XMLSchema#decimal,literal,55154,literal,77500,fr,literal,Seine-et-Marne,fr,literal,Chelles,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12761,literal,93,http://www.w3.org/2001/XMLSchema#decimal,literal,112852,literal,93210,fr,literal,Seine-Saint-Denis,fr,literal,Saint-Denis,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3368,literal,91,http://www.w3.org/2001/XMLSchema#decimal,literal,35236,literal,91120,fr,literal,Essonne,fr,literal,Palaiseau,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12543,literal,92,http://www.w3.org/2001/XMLSchema#decimal,literal,62760,literal,92160,fr,literal,Hauts-de-Seine,fr,literal,Antony,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12543,literal,92,http://www.w3.org/2001/XMLSchema#decimal,literal,66082,literal,92300,fr,literal,Hauts-de-Seine,fr,literal,Levallois-Perret,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12543,literal,92,http://www.w3.org/2001/XMLSchema#decimal,literal,48352,literal,92120,fr,literal,Hauts-de-Seine,fr,literal,Montrouge,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3286,literal,18,http://www.w3.org/2001/XMLSchema#decimal,literal,25464,literal,18100,fr,literal,Cher,fr,literal,Vierzon,fr,literal,Centre-Val de Loire
uri,http://www.wikidata.org/entity/Q3139,literal,06,http://www.w3.org/2001/XMLSchema#decimal,literal,48870,literal,06520,fr,literal,Alpes-Maritimes,fr,literal,Grasse,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12784,literal,95,http://www.w3.org/2001/XMLSchema#decimal,literal,65911,literal,95800,fr,literal,Val-d'Oise,fr,literal,Cergy,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12761,literal,93,http://www.w3.org/2001/XMLSchema#decimal,literal,45692,literal,93190,fr,literal,Seine-Saint-Denis,fr,literal,Livry-Gargan,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12784,literal,95,http://www.w3.org/2001/XMLSchema#decimal,literal,26565,literal,95110,fr,literal,Val-d'Oise,fr,literal,Sannois,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12543,literal,92,http://www.w3.org/2001/XMLSchema#decimal,literal,67981,literal,92130,fr,literal,Hauts-de-Seine,fr,literal,Issy-les-Moulineaux,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12761,literal,93,http://www.w3.org/2001/XMLSchema#decimal,literal,39661,literal,93220,fr,literal,Seine-Saint-Denis,fr,literal,Gagny,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12556,literal,37,http://www.w3.org/2001/XMLSchema#decimal,literal,137087,literal,37000,fr,literal,Indre-et-Loire,fr,literal,Tours,fr,literal,Centre-Val de Loire
uri,http://www.wikidata.org/entity/Q12556,literal,37,http://www.w3.org/2001/XMLSchema#decimal,literal,137087,literal,37100,fr,literal,Indre-et-Loire,fr,literal,Tours,fr,literal,Centre-Val de Loire
uri,http://www.wikidata.org/entity/Q12556,literal,37,http://www.w3.org/2001/XMLSchema#decimal,literal,137087,literal,37200,fr,literal,Indre-et-Loire,fr,literal,Tours,fr,literal,Centre-Val de Loire
uri,http://www.wikidata.org/entity/Q3368,literal,91,http://www.w3.org/2001/XMLSchema#decimal,literal,25629,literal,91150,fr,literal,Essonne,fr,literal,Étampes,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3368,literal,91,http://www.w3.org/2001/XMLSchema#decimal,literal,66851,literal,91000,fr,literal,Essonne,fr,literal,Évry-Courcouronnes,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12543,literal,92,http://www.w3.org/2001/XMLSchema#decimal,literal,45157,literal,92800,fr,literal,Hauts-de-Seine,fr,literal,Puteaux,fr,literal,Île-de-France
