departement.type,departement.value,code_insee.type,code_insee.value,communePopulation.datatype,communePopulation.type,communePopulation.value,code_commune.type,code_commune.value,departementLabel.xml:lang,departementLabel.type,departementLabel.value,communeLabel.xml:lang,communeLabel.type,communeLabel.value,regionLabel.xml:lang,regionLabel.type,regionLabel.value
uri,http://www.wikidata.org/entity/Q12789,literal,83,http://www.w3.org/2001/XMLSchema#decimal,literal,34592,literal,83140,fr,literal,Var,fr,literal,Six-Fours-les-Plages,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12584,literal,49,http://www.w3.org/2001/XMLSchema#decimal,literal,25162,literal,49450,fr,literal,Maine-et-Loire,fr,literal,Sèvremoine,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q12584,literal,49,http://www.w3.org/2001/XMLSchema#decimal,literal,26467,literal,49400,fr,literal,Maine-et-Loire,fr,literal,Saumur,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q12589,literal,50,http://www.w3.org/2001/XMLSchema#decimal,literal,35545,literal,50100,fr,literal,Manche,fr,literal,Cherbourg-Octeville,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12538,literal,31,http://www.w3.org/2001/XMLSchema#decimal,literal,28117,literal,31170,fr,literal,Haute-Garonne,fr,literal,Tournefeuille,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,29471,literal,78280,fr,literal,Yvelines,fr,literal,Guyancourt,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12538,literal,31,http://www.w3.org/2001/XMLSchema#decimal,literal,39968,literal,31770,fr,literal,Haute-Garonne,fr,literal,Colomiers,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q3364,literal,26,http://www.w3.org/2001/XMLSchema#decimal,literal,33098,literal,26100,fr,literal,Drôme,fr,literal,Romans-sur-Isère,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12792,literal,84,http://www.w3.org/2001/XMLSchema#decimal,literal,26236,literal,84300,fr,literal,Vaucluse,fr,literal,Cavaillon,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12792,literal,84,http://www.w3.org/2001/XMLSchema#decimal,literal,29236,literal,84200,fr,literal,Vaucluse,fr,literal,Carpentras,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,25624,literal,78990,fr,literal,Yvelines,fr,literal,Élancourt,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,32282,literal,78180,fr,literal,Yvelines,fr,literal,Montigny-le-Bretonneux,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12740,literal,72,http://www.w3.org/2001/XMLSchema#decimal,literal,143847,literal,72000,fr,literal,Sarthe,fr,literal,Le Mans,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q12589,literal,50,http://www.w3.org/2001/XMLSchema#decimal,literal,35545,literal,50460,fr,literal,Manche,fr,literal,Cherbourg-Octeville,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12578,literal,47,http://www.w3.org/2001/XMLSchema#decimal,literal,32602,literal,47000,fr,literal,Lot-et-Garonne,fr,literal,Agen,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,27683,literal,78150,fr,literal,Yvelines,fr,literal,Le Chesnay,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,35536,literal,78700,fr,literal,Yvelines,fr,literal,Conflans-Sainte-Honorine,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12538,literal,31,http://www.w3.org/2001/XMLSchema#decimal,literal,493465,literal,31200,fr,literal,Haute-Garonne,fr,literal,Toulouse,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12789,literal,83,http://www.w3.org/2001/XMLSchema#decimal,literal,178745,literal,83200,fr,literal,Var,fr,literal,Toulon,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q3105,literal,88,http://www.w3.org/2001/XMLSchema#decimal,literal,32256,literal,88000,fr,literal,Vosges,fr,literal,Épinal,fr,literal,Grand Est
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,31233,literal,78150,fr,literal,Yvelines,fr,literal,Le Chesnay-Rocquencourt,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3207,literal,11,http://www.w3.org/2001/XMLSchema#decimal,literal,46825,literal,11000,fr,literal,Aude,fr,literal,Carcassonne,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q3361,literal,25,http://www.w3.org/2001/XMLSchema#decimal,literal,118258,literal,25000,fr,literal,Doubs,fr,literal,Besançon,fr,literal,Bourgogne-Franche-Comté
uri,http://www.wikidata.org/entity/Q12740,literal,72,http://www.w3.org/2001/XMLSchema#decimal,literal,143847,literal,72100,fr,literal,Sarthe,fr,literal,Le Mans,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q12559,literal,38,http://www.w3.org/2001/XMLSchema#decimal,literal,29993,literal,38200,fr,literal,Isère,fr,literal,Vienne,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12709,literal,66,http://www.w3.org/2001/XMLSchema#decimal,literal,119344,literal,66000,fr,literal,Pyrénées-Orientales,fr,literal,Perpignan,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12709,literal,66,http://www.w3.org/2001/XMLSchema#decimal,literal,119344,literal,66100,fr,literal,Pyrénées-Orientales,fr,literal,Perpignan,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12789,literal,83,http://www.w3.org/2001/XMLSchema#decimal,literal,39433,literal,83300,fr,literal,Var,fr,literal,Draguignan,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12789,literal,83,http://www.w3.org/2001/XMLSchema#decimal,literal,25505,literal,83130,fr,literal,Var,fr,literal,La Garde,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12538,literal,31,http://www.w3.org/2001/XMLSchema#decimal,literal,493465,literal,31100,fr,literal,Haute-Garonne,fr,literal,Toulouse,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12559,literal,38,http://www.w3.org/2001/XMLSchema#decimal,literal,36932,literal,38130,fr,literal,Isère,fr,literal,Échirolles,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,39187,literal,78300,fr,literal,Yvelines,fr,literal,Poissy,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12526,literal,33,http://www.w3.org/2001/XMLSchema#decimal,literal,260958,literal,33300,fr,literal,Gironde,fr,literal,Bordeaux,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12526,literal,33,http://www.w3.org/2001/XMLSchema#decimal,literal,260958,literal,33100,fr,literal,Gironde,fr,literal,Bordeaux,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12526,literal,33,http://www.w3.org/2001/XMLSchema#decimal,literal,260958,literal,33200,fr,literal,Gironde,fr,literal,Bordeaux,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12526,literal,33,http://www.w3.org/2001/XMLSchema#decimal,literal,72197,literal,33700,fr,literal,Gironde,fr,literal,Mérignac,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12538,literal,31,http://www.w3.org/2001/XMLSchema#decimal,literal,25525,literal,31700,fr,literal,Haute-Garonne,fr,literal,Blagnac,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12784,literal,95,http://www.w3.org/2001/XMLSchema#decimal,literal,25406,literal,95240,fr,literal,Val-d'Oise,fr,literal,Cormeilles-en-Parisis,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3068,literal,44,http://www.w3.org/2001/XMLSchema#decimal,literal,42919,literal,44400,fr,literal,Loire-Atlantique,fr,literal,Rezé,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q3357,literal,24,http://www.w3.org/2001/XMLSchema#decimal,literal,26693,literal,24100,fr,literal,Dordogne,fr,literal,Bergerac,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,30153,literal,78400,fr,literal,Yvelines,fr,literal,Chatou,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3361,literal,25,http://www.w3.org/2001/XMLSchema#decimal,literal,25806,literal,25200,fr,literal,Doubs,fr,literal,Montbéliard,fr,literal,Bourgogne-Franche-Comté
uri,http://www.wikidata.org/entity/Q12526,literal,33,http://www.w3.org/2001/XMLSchema#decimal,literal,65245,literal,33600,fr,literal,Gironde,fr,literal,Pessac,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q3068,literal,44,http://www.w3.org/2001/XMLSchema#decimal,literal,318808,literal,44100,fr,literal,Loire-Atlantique,fr,literal,Nantes,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q12584,literal,49,http://www.w3.org/2001/XMLSchema#decimal,literal,54037,literal,49300,fr,literal,Maine-et-Loire,fr,literal,Cholet,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q12526,literal,33,http://www.w3.org/2001/XMLSchema#decimal,literal,260958,literal,33800,fr,literal,Gironde,fr,literal,Bordeaux,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q3068,literal,44,http://www.w3.org/2001/XMLSchema#decimal,literal,25541,literal,44120,fr,literal,Loire-Atlantique,fr,literal,Vertou,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,52774,literal,78500,fr,literal,Yvelines,fr,literal,Sartrouville,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3278,literal,17,http://www.w3.org/2001/XMLSchema#decimal,literal,77205,literal,17000,fr,literal,Charente-Maritime,fr,literal,La Rochelle,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12808,literal,87,http://www.w3.org/2001/XMLSchema#decimal,literal,130876,literal,87100,fr,literal,Haute-Vienne,fr,literal,Limoges,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,33203,literal,78130,fr,literal,Yvelines,fr,literal,Les Mureaux,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3259,literal,15,http://www.w3.org/2001/XMLSchema#decimal,literal,25593,literal,15000,fr,literal,Cantal,fr,literal,Aurillac,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12789,literal,83,http://www.w3.org/2001/XMLSchema#decimal,literal,36027,literal,83530,fr,literal,Var,fr,literal,Saint-Raphaël,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12772,literal,81,http://www.w3.org/2001/XMLSchema#decimal,literal,48902,literal,81000,fr,literal,Tarn,fr,literal,Albi,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,84808,literal,78000,fr,literal,Yvelines,fr,literal,Versailles,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12789,literal,83,http://www.w3.org/2001/XMLSchema#decimal,literal,178745,literal,83100,fr,literal,Var,fr,literal,Toulon,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12792,literal,84,http://www.w3.org/2001/XMLSchema#decimal,literal,91143,literal,84140,fr,literal,Vaucluse,fr,literal,Avignon,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12526,literal,33,http://www.w3.org/2001/XMLSchema#decimal,literal,26168,literal,33260,fr,literal,Gironde,fr,literal,La Teste-de-Buch,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12569,literal,42,http://www.w3.org/2001/XMLSchema#decimal,literal,34841,literal,42400,fr,literal,Loire,fr,literal,Saint-Chamond,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,43921,literal,78200,fr,literal,Yvelines,fr,literal,Mantes-la-Jolie,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12584,literal,49,http://www.w3.org/2001/XMLSchema#decimal,literal,25162,literal,49660,fr,literal,Maine-et-Loire,fr,literal,Sèvremoine,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q12538,literal,31,http://www.w3.org/2001/XMLSchema#decimal,literal,493465,literal,31300,fr,literal,Haute-Garonne,fr,literal,Toulouse,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12584,literal,49,http://www.w3.org/2001/XMLSchema#decimal,literal,155850,literal,49100,fr,literal,Maine-et-Loire,fr,literal,Angers,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q12584,literal,49,http://www.w3.org/2001/XMLSchema#decimal,literal,25162,literal,49710,fr,literal,Maine-et-Loire,fr,literal,Sèvremoine,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,30950,literal,78370,fr,literal,Yvelines,fr,literal,Plaisir,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12559,literal,38,http://www.w3.org/2001/XMLSchema#decimal,literal,158198,literal,38100,fr,literal,Isère,fr,literal,Grenoble,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12620,literal,53,http://www.w3.org/2001/XMLSchema#decimal,literal,49733,literal,53000,fr,literal,Mayenne,fr,literal,Laval,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q12563,literal,40,http://www.w3.org/2001/XMLSchema#decimal,literal,29807,literal,40000,fr,literal,Landes,fr,literal,Mont-de-Marsan,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12589,literal,50,http://www.w3.org/2001/XMLSchema#decimal,literal,35545,literal,50110,fr,literal,Manche,fr,literal,Cherbourg-Octeville,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12545,literal,34,http://www.w3.org/2001/XMLSchema#decimal,literal,43858,literal,34200,fr,literal,Hérault,fr,literal,Sète,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q3068,literal,44,http://www.w3.org/2001/XMLSchema#decimal,literal,47415,literal,44800,fr,literal,Loire-Atlantique,fr,literal,Saint-Herblain,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q3372,literal,27,http://www.w3.org/2001/XMLSchema#decimal,literal,46349,literal,27000,fr,literal,Eure,fr,literal,Évreux,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12526,literal,33,http://www.w3.org/2001/XMLSchema#decimal,literal,260958,literal,33000,fr,literal,Gironde,fr,literal,Bordeaux,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12808,literal,87,http://www.w3.org/2001/XMLSchema#decimal,literal,130876,literal,87000,fr,literal,Haute-Vienne,fr,literal,Limoges,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12515,literal,30,http://www.w3.org/2001/XMLSchema#decimal,literal,41837,literal,30100,fr,literal,Gard,fr,literal,Alès,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12589,literal,50,http://www.w3.org/2001/XMLSchema#decimal,literal,35545,literal,50130,fr,literal,Manche,fr,literal,Cherbourg-Octeville,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12538,literal,31,http://www.w3.org/2001/XMLSchema#decimal,literal,493465,literal,31000,fr,literal,Haute-Garonne,fr,literal,Toulouse,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12545,literal,34,http://www.w3.org/2001/XMLSchema#decimal,literal,26385,literal,34400,fr,literal,Hérault,fr,literal,Lunel,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12515,literal,30,http://www.w3.org/2001/XMLSchema#decimal,literal,148561,literal,30900,fr,literal,Gard,fr,literal,Nîmes,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12594,literal,51,http://www.w3.org/2001/XMLSchema#decimal,literal,181194,literal,51100,fr,literal,Marne,fr,literal,Reims,fr,literal,Grand Est
uri,http://www.wikidata.org/entity/Q3068,literal,44,http://www.w3.org/2001/XMLSchema#decimal,literal,71394,literal,44600,fr,literal,Loire-Atlantique,fr,literal,Saint-Nazaire,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q12526,literal,33,http://www.w3.org/2001/XMLSchema#decimal,literal,43820,literal,33400,fr,literal,Gironde,fr,literal,Talence,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q3249,literal,14,http://www.w3.org/2001/XMLSchema#decimal,literal,106230,literal,14000,fr,literal,Calvados,fr,literal,Caen,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12526,literal,33,http://www.w3.org/2001/XMLSchema#decimal,literal,25694,literal,33170,fr,literal,Gironde,fr,literal,Gradignan,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q3207,literal,11,http://www.w3.org/2001/XMLSchema#decimal,literal,55516,literal,11100,fr,literal,Aude,fr,literal,Narbonne,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12589,literal,50,http://www.w3.org/2001/XMLSchema#decimal,literal,35545,literal,50120,fr,literal,Manche,fr,literal,Cherbourg-Octeville,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12589,literal,50,http://www.w3.org/2001/XMLSchema#decimal,literal,35545,literal,50470,fr,literal,Manche,fr,literal,Cherbourg-Octeville,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q3093,literal,02,http://www.w3.org/2001/XMLSchema#decimal,literal,53570,literal,02100,fr,literal,Aisne,fr,literal,Saint-Quentin,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,44806,literal,78100,fr,literal,Yvelines,fr,literal,Saint-Germain-en-Laye,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3326,literal,19,http://www.w3.org/2001/XMLSchema#decimal,literal,46330,literal,19100,fr,literal,Corrèze,fr,literal,Brive-la-Gaillarde,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12789,literal,83,http://www.w3.org/2001/XMLSchema#decimal,literal,54821,literal,83400,fr,literal,Var,fr,literal,Hyères,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12789,literal,83,http://www.w3.org/2001/XMLSchema#decimal,literal,55750,literal,83600,fr,literal,Var,fr,literal,Fréjus,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12569,literal,42,http://www.w3.org/2001/XMLSchema#decimal,literal,33809,literal,42300,fr,literal,Loire,fr,literal,Roanne,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12789,literal,83,http://www.w3.org/2001/XMLSchema#decimal,literal,36027,literal,83700,fr,literal,Var,fr,literal,Saint-Raphaël,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12538,literal,31,http://www.w3.org/2001/XMLSchema#decimal,literal,493465,literal,31500,fr,literal,Haute-Garonne,fr,literal,Toulouse,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,32801,literal,78800,fr,literal,Yvelines,fr,literal,Houilles,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3278,literal,17,http://www.w3.org/2001/XMLSchema#decimal,literal,25287,literal,17100,fr,literal,Charente-Maritime,fr,literal,Saintes,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12545,literal,34,http://www.w3.org/2001/XMLSchema#decimal,literal,29600,literal,34300,fr,literal,Hérault,fr,literal,Agde,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q3068,literal,44,http://www.w3.org/2001/XMLSchema#decimal,literal,27209,literal,44700,fr,literal,Loire-Atlantique,fr,literal,Orvault,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q12789,literal,83,http://www.w3.org/2001/XMLSchema#decimal,literal,178745,literal,83000,fr,literal,Var,fr,literal,Toulon,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12779,literal,82,http://www.w3.org/2001/XMLSchema#decimal,literal,61372,literal,82000,fr,literal,Tarn-et-Garonne,fr,literal,Montauban,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q3342,literal,21,http://www.w3.org/2001/XMLSchema#decimal,literal,158002,literal,21000,fr,literal,Côte-d'Or,fr,literal,Dijon,fr,literal,Bourgogne-Franche-Comté
uri,http://www.wikidata.org/entity/Q3093,literal,02,http://www.w3.org/2001/XMLSchema#decimal,literal,28712,literal,02200,fr,literal,Aisne,fr,literal,Soissons,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12526,literal,33,http://www.w3.org/2001/XMLSchema#decimal,literal,25496,literal,33150,fr,literal,Gironde,fr,literal,Cenon,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12515,literal,30,http://www.w3.org/2001/XMLSchema#decimal,literal,148561,literal,30000,fr,literal,Gard,fr,literal,Nîmes,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12804,literal,86,http://www.w3.org/2001/XMLSchema#decimal,literal,31487,literal,86100,fr,literal,Vienne,fr,literal,Châtellerault,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12798,literal,85,http://www.w3.org/2001/XMLSchema#decimal,literal,55147,literal,85000,fr,literal,Vendée,fr,literal,La Roche-sur-Yon,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q3364,literal,26,http://www.w3.org/2001/XMLSchema#decimal,literal,64749,literal,26000,fr,literal,Drôme,fr,literal,Valence,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12526,literal,33,http://www.w3.org/2001/XMLSchema#decimal,literal,30642,literal,33130,fr,literal,Gironde,fr,literal,Bègles,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q3068,literal,44,http://www.w3.org/2001/XMLSchema#decimal,literal,318808,literal,44300,fr,literal,Loire-Atlantique,fr,literal,Nantes,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q3113,literal,03,http://www.w3.org/2001/XMLSchema#decimal,literal,34361,literal,03100,fr,literal,Allier,fr,literal,Montluçon,fr,literal,Auvergne-Rhône-Alpes
