departement.type,departement.value,code_insee.type,code_insee.value,communePopulation.datatype,communePopulation.type,communePopulation.value,code_commune.type,code_commune.value,departementLabel.xml:lang,departementLabel.type,departementLabel.value,communeLabel.xml:lang,communeLabel.type,communeLabel.value,regionLabel.xml:lang,regionLabel.type,regionLabel.value
uri,http://www.wikidata.org/entity/Q3357,literal,24,http://www.w3.org/2001/XMLSchema#decimal,literal,29896,literal,24000,fr,literal,Dordogne,fr,literal,Périgueux,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,40806,literal,78100,fr,literal,Yvelines,fr,literal,Saint-Germain-en-Laye,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3083,literal,01,http://www.w3.org/2001/XMLSchema#decimal,literal,41111,literal,01000,fr,literal,Ain,fr,literal,Bourg-en-Bresse,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q3164,literal,08,http://www.w3.org/2001/XMLSchema#decimal,literal,46436,literal,08000,fr,literal,Ardennes,fr,literal,Charleville-Mézières,fr,literal,Grand Est
uri,http://www.wikidata.org/entity/Q12569,literal,42,http://www.w3.org/2001/XMLSchema#decimal,literal,173821,literal,42000,fr,literal,Loire,fr,literal,Saint-Étienne,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12526,literal,33,http://www.w3.org/2001/XMLSchema#decimal,literal,26168,literal,33115,fr,literal,Gironde,fr,literal,La Teste-de-Buch,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,27141,literal,78120,fr,literal,Yvelines,fr,literal,Rambouillet,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q3266,literal,16,http://www.w3.org/2001/XMLSchema#decimal,literal,41603,literal,16000,fr,literal,Charente,fr,literal,Angoulême,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12820,literal,78,http://www.w3.org/2001/XMLSchema#decimal,literal,32645,literal,78190,fr,literal,Yvelines,fr,literal,Trappes,fr,literal,Île-de-France
uri,http://www.wikidata.org/entity/Q12700,literal,65,http://www.w3.org/2001/XMLSchema#decimal,literal,42758,literal,65000,fr,literal,Hautes-Pyrénées,fr,literal,Tarbes,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q3068,literal,44,http://www.w3.org/2001/XMLSchema#decimal,literal,27493,literal,44230,fr,literal,Loire-Atlantique,fr,literal,Saint-Sébastien-sur-Loire,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q12584,literal,49,http://www.w3.org/2001/XMLSchema#decimal,literal,155850,literal,49000,fr,literal,Maine-et-Loire,fr,literal,Angers,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q12772,literal,81,http://www.w3.org/2001/XMLSchema#decimal,literal,42079,literal,81100,fr,literal,Tarn,fr,literal,Castres,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12545,literal,34,http://www.w3.org/2001/XMLSchema#decimal,literal,78308,literal,34500,fr,literal,Hérault,fr,literal,Béziers,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q3068,literal,44,http://www.w3.org/2001/XMLSchema#decimal,literal,318808,literal,44000,fr,literal,Loire-Atlantique,fr,literal,Nantes,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q12792,literal,84,http://www.w3.org/2001/XMLSchema#decimal,literal,28772,literal,84100,fr,literal,Vaucluse,fr,literal,Orange,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12789,literal,83,http://www.w3.org/2001/XMLSchema#decimal,literal,62987,literal,83500,fr,literal,Var,fr,literal,La Seyne-sur-Mer,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12789,literal,83,http://www.w3.org/2001/XMLSchema#decimal,literal,55750,literal,83370,fr,literal,Var,fr,literal,Fréjus,fr,literal,Provence-Alpes-Côte d'Azur
uri,http://www.wikidata.org/entity/Q12526,literal,33,http://www.w3.org/2001/XMLSchema#decimal,literal,36754,literal,33140,fr,literal,Gironde,fr,literal,Villenave-d'Ornon,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12526,literal,33,http://www.w3.org/2001/XMLSchema#decimal,literal,31808,literal,33160,fr,literal,Gironde,fr,literal,Saint-Médard-en-Jalles,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q3068,literal,44,http://www.w3.org/2001/XMLSchema#decimal,literal,318808,literal,44200,fr,literal,Loire-Atlantique,fr,literal,Nantes,fr,literal,Pays de la Loire
uri,http://www.wikidata.org/entity/Q12808,literal,87,http://www.w3.org/2001/XMLSchema#decimal,literal,130876,literal,87280,fr,literal,Haute-Vienne,fr,literal,Limoges,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12545,literal,34,http://www.w3.org/2001/XMLSchema#decimal,literal,295542,literal,34000,fr,literal,Hérault,fr,literal,Montpellier,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12545,literal,34,http://www.w3.org/2001/XMLSchema#decimal,literal,295542,literal,34070,fr,literal,Hérault,fr,literal,Montpellier,fr,literal,Occitanie
uri,http://www.wikidata.org/entity/Q12626,literal,54,http://www.w3.org/2001/XMLSchema#decimal,literal,29942,literal,54500,fr,literal,Meurthe-et-Moselle,fr,literal,Vandœuvre-lès-Nancy,fr,literal,Grand Est
uri,http://www.wikidata.org/entity/Q12751,literal,74,http://www.w3.org/2001/XMLSchema#decimal,literal,54145,literal,74000,fr,literal,Haute-Savoie,fr,literal,Annecy,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12703,literal,64,http://www.w3.org/2001/XMLSchema#decimal,literal,39719,literal,64600,fr,literal,Pyrénées-Atlantiques,fr,literal,Anglet,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12758,literal,76,http://www.w3.org/2001/XMLSchema#decimal,literal,29068,literal,76300,fr,literal,Seine-Maritime,fr,literal,Sotteville-lès-Rouen,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12722,literal,68,http://www.w3.org/2001/XMLSchema#decimal,literal,108312,literal,68100,fr,literal,Haut-Rhin,fr,literal,Mulhouse,fr,literal,Grand Est
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,38486,literal,59700,fr,literal,Nord,fr,literal,Marcq-en-Barœul,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12589,literal,50,http://www.w3.org/2001/XMLSchema#decimal,literal,78549,literal,50110,fr,literal,Manche,fr,literal,Cherbourg-en-Cotentin,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12770,literal,80,http://www.w3.org/2001/XMLSchema#decimal,literal,134706,literal,80080,fr,literal,Somme,fr,literal,Amiens,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12770,literal,80,http://www.w3.org/2001/XMLSchema#decimal,literal,134706,literal,80090,fr,literal,Somme,fr,literal,Amiens,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12675,literal,60,http://www.w3.org/2001/XMLSchema#decimal,literal,40615,literal,60200,fr,literal,Oise,fr,literal,Compiègne,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12589,literal,50,http://www.w3.org/2001/XMLSchema#decimal,literal,78549,literal,50130,fr,literal,Manche,fr,literal,Cherbourg-en-Cotentin,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,86279,literal,59240,fr,literal,Nord,fr,literal,Dunkerque,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12652,literal,57,http://www.w3.org/2001/XMLSchema#decimal,literal,118489,literal,57000,fr,literal,Moselle,fr,literal,Metz,fr,literal,Grand Est
uri,http://www.wikidata.org/entity/Q12652,literal,57,http://www.w3.org/2001/XMLSchema#decimal,literal,118489,literal,57050,fr,literal,Moselle,fr,literal,Metz,fr,literal,Grand Est
uri,http://www.wikidata.org/entity/Q12652,literal,57,http://www.w3.org/2001/XMLSchema#decimal,literal,118489,literal,57070,fr,literal,Moselle,fr,literal,Metz,fr,literal,Grand Est
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,234475,literal,59000,fr,literal,Nord,fr,literal,Lille,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,234475,literal,59160,fr,literal,Nord,fr,literal,Lille,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,234475,literal,59260,fr,literal,Nord,fr,literal,Lille,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,234475,literal,59777,fr,literal,Nord,fr,literal,Lille,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,234475,literal,59800,fr,literal,Nord,fr,literal,Lille,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12657,literal,58,http://www.w3.org/2001/XMLSchema#decimal,literal,33005,literal,58000,fr,literal,Nièvre,fr,literal,Nevers,fr,literal,Bourgogne-Franche-Comté
uri,http://www.wikidata.org/entity/Q12589,literal,50,http://www.w3.org/2001/XMLSchema#decimal,literal,78549,literal,50120,fr,literal,Manche,fr,literal,Cherbourg-en-Cotentin,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12589,literal,50,http://www.w3.org/2001/XMLSchema#decimal,literal,78549,literal,50470,fr,literal,Manche,fr,literal,Cherbourg-en-Cotentin,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12816,literal,89,http://www.w3.org/2001/XMLSchema#decimal,literal,34451,literal,89000,fr,literal,Yonne,fr,literal,Auxerre,fr,literal,Bourgogne-Franche-Comté
uri,http://www.wikidata.org/entity/Q12675,literal,60,http://www.w3.org/2001/XMLSchema#decimal,literal,57071,literal,60000,fr,literal,Oise,fr,literal,Beauvais,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12758,literal,76,http://www.w3.org/2001/XMLSchema#decimal,literal,25963,literal,76120,fr,literal,Seine-Maritime,fr,literal,Le Grand-Quevilly,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12679,literal,61,http://www.w3.org/2001/XMLSchema#decimal,literal,25870,literal,61000,fr,literal,Orne,fr,literal,Alençon,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12758,literal,76,http://www.w3.org/2001/XMLSchema#decimal,literal,168290,literal,76600,fr,literal,Seine-Maritime,fr,literal,Le Havre,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12758,literal,76,http://www.w3.org/2001/XMLSchema#decimal,literal,168290,literal,76610,fr,literal,Seine-Maritime,fr,literal,Le Havre,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12758,literal,76,http://www.w3.org/2001/XMLSchema#decimal,literal,168290,literal,76620,fr,literal,Seine-Maritime,fr,literal,Le Havre,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q46130,literal,69,http://www.w3.org/2001/XMLSchema#decimal,literal,30697,literal,69140,fr,literal,Rhône,fr,literal,Rillieux-la-Pape,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12745,literal,73,http://www.w3.org/2001/XMLSchema#decimal,literal,58917,literal,73000,fr,literal,Savoie,fr,literal,Chambéry,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q46130,literal,69,http://www.w3.org/2001/XMLSchema#decimal,literal,52795,literal,69120,fr,literal,Rhône,fr,literal,Vaulx-en-Velin,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12694,literal,63,http://www.w3.org/2001/XMLSchema#decimal,literal,147865,literal,63100,fr,literal,Puy-de-Dôme,fr,literal,Clermont-Ferrand,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12689,literal,62,http://www.w3.org/2001/XMLSchema#decimal,literal,31461,literal,62300,fr,literal,Pas-de-Calais,fr,literal,Lens,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12758,literal,76,http://www.w3.org/2001/XMLSchema#decimal,literal,28352,literal,76800,fr,literal,Seine-Maritime,fr,literal,Saint-Étienne-du-Rouvray,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12745,literal,73,http://www.w3.org/2001/XMLSchema#decimal,literal,30463,literal,73100,fr,literal,Savoie,fr,literal,Aix-les-Bains,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12703,literal,64,http://www.w3.org/2001/XMLSchema#decimal,literal,51894,literal,64100,fr,literal,Pyrénées-Atlantiques,fr,literal,Bayonne,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,40898,literal,59150,fr,literal,Nord,fr,literal,Wattrelos,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12736,literal,71,http://www.w3.org/2001/XMLSchema#decimal,literal,33908,literal,71000,fr,literal,Saône-et-Loire,fr,literal,Mâcon,fr,literal,Bourgogne-Franche-Comté
uri,http://www.wikidata.org/entity/Q12816,literal,89,http://www.w3.org/2001/XMLSchema#decimal,literal,26688,literal,89100,fr,literal,Yonne,fr,literal,Sens,fr,literal,Bourgogne-Franche-Comté
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,86279,literal,59279,fr,literal,Nord,fr,literal,Dunkerque,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12770,literal,80,http://www.w3.org/2001/XMLSchema#decimal,literal,134706,literal,80000,fr,literal,Somme,fr,literal,Amiens,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12626,literal,54,http://www.w3.org/2001/XMLSchema#decimal,literal,105058,literal,54100,fr,literal,Meurthe-et-Moselle,fr,literal,Nancy,fr,literal,Grand Est
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,86279,literal,59640,fr,literal,Nord,fr,literal,Dunkerque,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12689,literal,62,http://www.w3.org/2001/XMLSchema#decimal,literal,41694,literal,62000,fr,literal,Pas-de-Calais,fr,literal,Arras,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,61957,literal,59491,fr,literal,Nord,fr,literal,Villeneuve-d'Ascq,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,61957,literal,59493,fr,literal,Nord,fr,literal,Villeneuve-d'Ascq,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,61957,literal,59650,fr,literal,Nord,fr,literal,Villeneuve-d'Ascq,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,86279,literal,59140,fr,literal,Nord,fr,literal,Dunkerque,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12758,literal,76,http://www.w3.org/2001/XMLSchema#decimal,literal,28241,literal,76370,fr,literal,Seine-Maritime,fr,literal,Dieppe,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12589,literal,50,http://www.w3.org/2001/XMLSchema#decimal,literal,25370,literal,50100,fr,literal,Manche,fr,literal,Cherbourg,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12751,literal,74,http://www.w3.org/2001/XMLSchema#decimal,literal,130721,literal,74000,fr,literal,Haute-Savoie,fr,literal,Annecy,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,98656,literal,59200,fr,literal,Nord,fr,literal,Tourcoing,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12758,literal,76,http://www.w3.org/2001/XMLSchema#decimal,literal,112321,literal,76000,fr,literal,Seine-Maritime,fr,literal,Rouen,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12765,literal,79,http://www.w3.org/2001/XMLSchema#decimal,literal,59193,literal,79000,fr,literal,Deux-Sèvres,fr,literal,Niort,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12722,literal,68,http://www.w3.org/2001/XMLSchema#decimal,literal,108312,literal,68200,fr,literal,Haut-Rhin,fr,literal,Mulhouse,fr,literal,Grand Est
uri,http://www.wikidata.org/entity/Q46130,literal,69,http://www.w3.org/2001/XMLSchema#decimal,literal,26553,literal,69600,fr,literal,Rhône,fr,literal,Oullins,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12675,literal,60,http://www.w3.org/2001/XMLSchema#decimal,literal,36169,literal,60100,fr,literal,Oise,fr,literal,Creil,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12782,literal,90,http://www.w3.org/2001/XMLSchema#decimal,literal,46443,literal,90000,fr,literal,Territoire de Belfort,fr,literal,Belfort,fr,literal,Bourgogne-Franche-Comté
uri,http://www.wikidata.org/entity/Q12589,literal,50,http://www.w3.org/2001/XMLSchema#decimal,literal,78549,literal,50100,fr,literal,Manche,fr,literal,Cherbourg-en-Cotentin,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12751,literal,74,http://www.w3.org/2001/XMLSchema#decimal,literal,36582,literal,74100,fr,literal,Haute-Savoie,fr,literal,Annemasse,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12703,literal,64,http://www.w3.org/2001/XMLSchema#decimal,literal,25787,literal,64200,fr,literal,Pyrénées-Atlantiques,fr,literal,Biarritz,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12689,literal,62,http://www.w3.org/2001/XMLSchema#decimal,literal,25039,literal,62400,fr,literal,Pas-de-Calais,fr,literal,Béthune,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,29589,literal,59600,fr,literal,Nord,fr,literal,Maubeuge,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12589,literal,50,http://www.w3.org/2001/XMLSchema#decimal,literal,78549,literal,50460,fr,literal,Manche,fr,literal,Cherbourg-en-Cotentin,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12758,literal,76,http://www.w3.org/2001/XMLSchema#decimal,literal,28241,literal,76200,fr,literal,Seine-Maritime,fr,literal,Dieppe,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12736,literal,71,http://www.w3.org/2001/XMLSchema#decimal,literal,45056,literal,71100,fr,literal,Saône-et-Loire,fr,literal,Chalon-sur-Saône,fr,literal,Bourgogne-Franche-Comté
uri,http://www.wikidata.org/entity/Q12722,literal,68,http://www.w3.org/2001/XMLSchema#decimal,literal,68682,literal,68000,fr,literal,Haut-Rhin,fr,literal,Colmar,fr,literal,Grand Est
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,39613,literal,59500,fr,literal,Nord,fr,literal,Douai,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12689,literal,62,http://www.w3.org/2001/XMLSchema#decimal,literal,30112,literal,62800,fr,literal,Pas-de-Calais,fr,literal,Liévin,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,28006,literal,59160,fr,literal,Nord,fr,literal,Lomme,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,27400,literal,59130,fr,literal,Nord,fr,literal,Lambersart,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q46130,literal,69,http://www.w3.org/2001/XMLSchema#decimal,literal,36291,literal,69400,fr,literal,Rhône,fr,literal,Villefranche-sur-Saône,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12689,literal,62,http://www.w3.org/2001/XMLSchema#decimal,literal,72509,literal,62100,fr,literal,Pas-de-Calais,fr,literal,Calais,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12694,literal,63,http://www.w3.org/2001/XMLSchema#decimal,literal,147865,literal,63000,fr,literal,Puy-de-Dôme,fr,literal,Clermont-Ferrand,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12751,literal,74,http://www.w3.org/2001/XMLSchema#decimal,literal,35826,literal,74200,fr,literal,Haute-Savoie,fr,literal,Thonon-les-Bains,fr,literal,Auvergne-Rhône-Alpes
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,43229,literal,59300,fr,literal,Nord,fr,literal,Valenciennes,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,86279,literal,59430,fr,literal,Nord,fr,literal,Dunkerque,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12689,literal,62,http://www.w3.org/2001/XMLSchema#decimal,literal,40251,literal,62200,fr,literal,Pas-de-Calais,fr,literal,Boulogne-sur-Mer,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12689,literal,62,http://www.w3.org/2001/XMLSchema#decimal,literal,25992,literal,62110,fr,literal,Pas-de-Calais,fr,literal,Hénin-Beaumont,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12652,literal,57,http://www.w3.org/2001/XMLSchema#decimal,literal,40778,literal,57100,fr,literal,Moselle,fr,literal,Thionville,fr,literal,Grand Est
uri,http://www.wikidata.org/entity/Q12626,literal,54,http://www.w3.org/2001/XMLSchema#decimal,literal,105058,literal,54000,fr,literal,Meurthe-et-Moselle,fr,literal,Nancy,fr,literal,Grand Est
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,98828,literal,59100,fr,literal,Nord,fr,literal,Roubaix,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12661,literal,59,http://www.w3.org/2001/XMLSchema#decimal,literal,32176,literal,59400,fr,literal,Nord,fr,literal,Cambrai,fr,literal,Hauts-de-France
uri,http://www.wikidata.org/entity/Q12703,literal,64,http://www.w3.org/2001/XMLSchema#decimal,literal,75627,literal,64000,fr,literal,Pyrénées-Atlantiques,fr,literal,Pau,fr,literal,Nouvelle-Aquitaine
uri,http://www.wikidata.org/entity/Q12758,literal,76,http://www.w3.org/2001/XMLSchema#decimal,literal,112321,literal,76100,fr,literal,Seine-Maritime,fr,literal,Rouen,fr,literal,Normandie
uri,http://www.wikidata.org/entity/Q12816,literal,89,http://www.w3.org/2001/XMLSchema#decimal,literal,34451,literal,89290,fr,literal,Yonne,fr,literal,Auxerre,fr,literal,Bourgogne-Franche-Comté
